album_title,artist,labels,genres,critic_score,user_score,album_length,track_number,track_title,track_length,featured_artists,track_rating,track_rating_count,release_date_clean,year_x,album,year_y,main_theme,subthemes
The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",2,"Father Stretch My Hands, Pt. 1",2:15,,93,3777,2016-02-14,2016,,,,
The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",3,Pt. 2,2:10,,76,3529,2016-02-14,2016,The Life of Pablo,2016.0,chaos,"youth, trauma"
The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",4,Famous,3:16,,91,3683,2016-02-14,2016,The Life of Pablo,2016.0,fame,"ego, controversy"
The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",5,Feedback,2:27,,83,3428,2016-02-14,2016,The Life of Pablo,2016.0,ego,identity
The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",6,Low Lights,2:11,,71,2515,2016-02-14,2016,The Life of Pablo,2016.0,religion,testimony
The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",7,Highlights,3:19,,79,3351,2016-02-14,2016,The Life of Pablo,2016.0,celebration,ego
The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",8,Freestyle 4,2:03,,73,3303,2016-02-14,2016,The Life of Pablo,2016.0,chaos,dark sexuality
The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",9,I Love Kanye,0:44,,84,2557,2016-02-14,2016,The Life of Pablo,2016.0,meta,self-parody
The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",10,Waves,3:01,,90,3522,2016-02-14,2016,The Life of Pablo,2016.0,emotion,renewal
The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",11,FML,3:56,,88,3456,2016-02-14,2016,The Life of Pablo,2016.0,relationships,"fear, vulnerability"
The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",12,Real Friends,4:11,,89,3441,2016-02-14,2016,The Life of Pablo,2016.0,relationships,"trust, betrayal"
The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",13,Wolves,5:01,,89,3515,2016-02-14,2016,The Life of Pablo,2016.0,emotion,"fear, insecurity"
The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",14,Frank's Track,0:38,,80,2263,2016-02-14,2016,The Life of Pablo,2016.0,introspection,emptiness
The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",15,Siiiiiiiiilver Surffffeeeeer Intermission,0:56,,62,1813,2016-02-14,2016,The Life of Pablo,2016.0,friendship,loyalty
The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",16,30 Hours,5:23,,88,3464,2016-02-14,2016,The Life of Pablo,2016.0,nostalgia,memory
The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",17,No More Parties in LA,6:14,,97,3883,2016-02-14,2016,The Life of Pablo,2016.0,social,Hollywood toxicity
The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",18,Facts (Charlie Heat Version),3:20,,82,3319,2016-02-14,2016,,,,
The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",19,Fade,3:13,,82,3388,2016-02-14,2016,The Life of Pablo,2016.0,relationships,fear of loss
The Life of Pablo,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Experimental Hip Hop, Trap, Contemporary R&B, Christian Hip Hop",77,84,"1 hour, 5 minutes",20,Saint Pablo,6:12,,97,3814,2016-02-14,2016,,,,
ye,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Contemporary R&B, Neo-Soul, Art Pop, Experimental Hip Hop",65,79,23 minutes,1,I Thought About Killing You,4:34,,83,3729,2018-06-01,2018,Ye,2018.0,mental_health,"dark thoughts, self-awareness"
ye,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Contemporary R&B, Neo-Soul, Art Pop, Experimental Hip Hop",65,79,23 minutes,2,Yikes,3:08,,84,3701,2018-06-01,2018,Ye,2018.0,mental_health,"mania, bipolar"
ye,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Contemporary R&B, Neo-Soul, Art Pop, Experimental Hip Hop",65,79,23 minutes,3,All Mine,2:25,,75,3680,2018-06-01,2018,Ye,2018.0,relationships,"sex, ego"
ye,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Contemporary R&B, Neo-Soul, Art Pop, Experimental Hip Hop",65,79,23 minutes,4,Wouldn't Leave,3:25,PARTYNEXTDOOR,80,3635,2018-06-01,2018,Ye,2018.0,family,"marriage, loyalty"
ye,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Contemporary R&B, Neo-Soul, Art Pop, Experimental Hip Hop",65,79,23 minutes,5,No Mistakes,2:03,,85,3671,2018-06-01,2018,Ye,2018.0,forgiveness,renewal
ye,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Contemporary R&B, Neo-Soul, Art Pop, Experimental Hip Hop",65,79,23 minutes,6,Ghost Town,4:31,PARTYNEXTDOOR,97,4199,2018-06-01,2018,Ye,2018.0,freedom,"pain, release"
ye,Kanye West,"G.O.O.D., Def Jam","Pop Rap, Contemporary R&B, Neo-Soul, Art Pop, Experimental Hip Hop",65,79,23 minutes,7,Violent Crimes,3:35,,94,3917,2018-06-01,2018,Ye,2018.0,family,"fatherhood, fear"
KIDS SEE GHOSTS,KIDS SEE GHOSTS,"Def Jam, G.O.O.D.","Experimental Hip Hop, Pop Rap, Alternative R&B, Neo-Psychedelia, Art Pop",84,87,23 minutes,1,Feel The Love,2:45,Pusha T,91,3969,2018-06-08,2018,,,,
KIDS SEE GHOSTS,KIDS SEE GHOSTS,"Def Jam, G.O.O.D.","Experimental Hip Hop, Pop Rap, Alternative R&B, Neo-Psychedelia, Art Pop",84,87,23 minutes,2,Fire,2:20,,88,3909,2018-06-08,2018,Kids See Ghosts,2018.0,healing,accountability
KIDS SEE GHOSTS,KIDS SEE GHOSTS,"Def Jam, G.O.O.D.","Experimental Hip Hop, Pop Rap, Alternative R&B, Neo-Psychedelia, Art Pop",84,87,23 minutes,3,4th Dimension,2:33,Louis Prima,93,3956,2018-06-08,2018,Kids See Ghosts,2018.0,surrealism,chaos
KIDS SEE GHOSTS,KIDS SEE GHOSTS,"Def Jam, G.O.O.D.","Experimental Hip Hop, Pop Rap, Alternative R&B, Neo-Psychedelia, Art Pop",84,87,23 minutes,4,Freeee (Ghost Town Pt. 2),3:26,Ty Dolla $ign,90,3920,2018-06-08,2018,Kids See Ghosts,2018.0,freedom,mental liberation
KIDS SEE GHOSTS,KIDS SEE GHOSTS,"Def Jam, G.O.O.D.","Experimental Hip Hop, Pop Rap, Alternative R&B, Neo-Psychedelia, Art Pop",84,87,23 minutes,5,Reborn,5:24,,95,4007,2018-06-08,2018,Kids See Ghosts,2018.0,healing,self-growth
KIDS SEE GHOSTS,KIDS SEE GHOSTS,"Def Jam, G.O.O.D.","Experimental Hip Hop, Pop Rap, Alternative R&B, Neo-Psychedelia, Art Pop",84,87,23 minutes,6,Kids See Ghosts,4:05,Yasiin Bey,89,3888,2018-06-08,2018,Kids See Ghosts,2018.0,introspection,"fear, courage"
KIDS SEE GHOSTS,KIDS SEE GHOSTS,"Def Jam, G.O.O.D.","Experimental Hip Hop, Pop Rap, Alternative R&B, Neo-Psychedelia, Art Pop",84,87,23 minutes,7,Cudi Montage,3:17,,92,3906,2018-06-08,2018,Kids See Ghosts,2018.0,redemption,"struggle, faith"
JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,1,Every Hour,1:52,Sunday Service Choir,62,1821,2019-10-25,2019,Jesus Is King,2019.0,religion,"worship, purity"
JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,1,Every Hour,1:52,Sunday Service Choir,62,1821,2019-10-25,2019,Jesus Is King,2019.0,religion,"worship, purity"
JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,2,Selah,2:44,,68,1922,2019-10-25,2019,Jesus Is King,2019.0,religion,"scripture, power"
JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,2,Selah,2:44,,68,1922,2019-10-25,2019,Jesus Is King,2019.0,religion,"scripture, power"
JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,3,Follow God,1:44,,82,2039,2019-10-25,2019,Jesus Is King,2019.0,religion,"obedience, conflict"
JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,3,Follow God,1:44,,82,2039,2019-10-25,2019,Jesus Is King,2019.0,religion,"obedience, conflict"
JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,4,Closed on Sunday,2:31,,56,1932,2019-10-25,2019,Jesus Is King,2019.0,family,"religion, discipline"
JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,4,Closed on Sunday,2:31,,56,1932,2019-10-25,2019,Jesus Is King,2019.0,family,"religion, discipline"
JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,5,On God,2:16,,69,1922,2019-10-25,2019,Jesus Is King,2019.0,religion,"gratitude, testimony"
JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,5,On God,2:16,,69,1922,2019-10-25,2019,Jesus Is King,2019.0,religion,"gratitude, testimony"
JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,6,Everything We Need,1:56,"Ty Dolla $ign, Ant Clemons",64,1887,2019-10-25,2019,Jesus Is King,2019.0,faith,acceptance
JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,6,Everything We Need,1:56,"Ty Dolla $ign, Ant Clemons",64,1887,2019-10-25,2019,Jesus Is King,2019.0,faith,acceptance
JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,7,Water,2:48,Ant Clemons,49,1886,2019-10-25,2019,Jesus Is King,2019.0,purity,renewal
JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,7,Water,2:48,Ant Clemons,49,1886,2019-10-25,2019,Jesus Is King,2019.0,purity,renewal
JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,8,God Is,3:23,,72,1959,2019-10-25,2019,Jesus Is King,2019.0,worship,devotion
JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,8,God Is,3:23,,72,1959,2019-10-25,2019,Jesus Is King,2019.0,worship,devotion
JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,9,Hands On,3:23,Fred Hammond,55,1846,2019-10-25,2019,Jesus Is King,2019.0,religion,"judgment, persecution"
JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,9,Hands On,3:23,Fred Hammond,55,1846,2019-10-25,2019,Jesus Is King,2019.0,religion,"judgment, persecution"
JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,10,Use This Gospel,3:33,"Clipse, Kenny G",70,1917,2019-10-25,2019,Jesus Is King,2019.0,faith,redemption
JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,10,Use This Gospel,3:33,"Clipse, Kenny G",70,1917,2019-10-25,2019,Jesus Is King,2019.0,faith,redemption
JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,11,Jesus Is Lord,0:49,,56,1509,2019-10-25,2019,Jesus Is King,2019.0,religion,praise
JESUS IS KING,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, CCM, Gospel, Pop Rap, Alternative R&B, Urban Contemporary Gospel",54,54,27 minutes,11,Jesus Is Lord,0:49,,56,1509,2019-10-25,2019,Jesus Is King,2019.0,religion,praise
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",1,Donda Chant,0:52,,54,1778,2021-08-29,2021,Donda,2021.0,grief,"mother, memory"
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",1,Donda Chant,0:52,,54,1778,2021-08-29,2021,Donda,2021.0,grief,"mother, memory"
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",2,Jail,4:57,,84,2962,2021-08-29,2021,Donda,2021.0,conflict,"freedom, mistakes"
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",2,Jail,4:57,,84,2962,2021-08-29,2021,Donda,2021.0,conflict,"freedom, mistakes"
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",3,God Breathed,5:33,,72,2770,2021-08-29,2021,Donda,2021.0,faith,rebirth
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",3,God Breathed,5:33,,72,2770,2021-08-29,2021,Donda,2021.0,faith,rebirth
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",4,Off The Grid,5:39,,91,3079,2021-08-29,2021,,,,
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",5,Hurricane,4:03,,88,3003,2021-08-29,2021,Donda,2021.0,redemption,"struggle, salvation"
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",5,Hurricane,4:03,,88,3003,2021-08-29,2021,Donda,2021.0,redemption,"struggle, salvation"
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",6,Praise God,3:46,,83,2896,2021-08-29,2021,Donda,2021.0,religion,testimony
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",6,Praise God,3:46,,83,2896,2021-08-29,2021,Donda,2021.0,religion,testimony
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",7,Jonah,3:15,,73,2675,2021-08-29,2021,Donda,2021.0,trauma,abandonment
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",7,Jonah,3:15,,73,2675,2021-08-29,2021,Donda,2021.0,trauma,abandonment
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",8,Ok Ok,3:24,,69,2670,2021-08-29,2021,Donda,2021.0,conflict,betrayal
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",8,Ok Ok,3:24,,69,2670,2021-08-29,2021,Donda,2021.0,conflict,betrayal
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",9,Junya,2:27,,68,2712,2021-08-29,2021,Donda,2021.0,ego,"fashion, flex"
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",9,Junya,2:27,,68,2712,2021-08-29,2021,Donda,2021.0,ego,"fashion, flex"
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",10,Believe What I Say,4:02,,87,2806,2021-08-29,2021,Donda,2021.0,relationships,trust issues
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",10,Believe What I Say,4:02,,87,2806,2021-08-29,2021,Donda,2021.0,relationships,trust issues
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",11,24,3:17,,84,2757,2021-08-29,2021,Donda,2021.0,religion,"hope, worship"
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",11,24,3:17,,84,2757,2021-08-29,2021,Donda,2021.0,religion,"hope, worship"
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",12,Remote Control,3:18,,72,2691,2021-08-29,2021,Donda,2021.0,ego,power
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",12,Remote Control,3:18,,72,2691,2021-08-29,2021,Donda,2021.0,ego,power
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",13,Moon,2:36,,90,2953,2021-08-29,2021,Donda,2021.0,emotion,escape
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",13,Moon,2:36,,90,2953,2021-08-29,2021,Donda,2021.0,emotion,escape
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",14,Heaven and Hell,2:25,,84,2732,2021-08-29,2021,Donda,2021.0,religion,judgment
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",14,Heaven and Hell,2:25,,84,2732,2021-08-29,2021,Donda,2021.0,religion,judgment
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",15,Donda,2:08,,71,2271,2021-08-29,2021,Donda,2021.0,family,mother
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",15,Donda,2:08,,71,2271,2021-08-29,2021,Donda,2021.0,family,mother
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",16,Keep My Spirit Alive,3:41,,79,2626,2021-08-29,2021,Donda,2021.0,faith,struggle
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",16,Keep My Spirit Alive,3:41,,79,2626,2021-08-29,2021,Donda,2021.0,faith,struggle
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",17,Jesus Lord,8:58,,85,2709,2021-08-29,2021,Donda,2021.0,religion,"suffering, redemption"
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",17,Jesus Lord,8:58,,85,2709,2021-08-29,2021,Donda,2021.0,religion,"suffering, redemption"
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",18,New Again,3:03,,74,2586,2021-08-29,2021,Donda,2021.0,forgiveness,rebirth
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",18,New Again,3:03,,74,2586,2021-08-29,2021,Donda,2021.0,forgiveness,rebirth
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",19,Tell the Vision,1:44,,27,2551,2021-08-29,2021,Donda,2021.0,tribute,Pop Smoke
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",19,Tell the Vision,1:44,,27,2551,2021-08-29,2021,Donda,2021.0,tribute,Pop Smoke
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",20,Lord I Need You,2:42,,74,2548,2021-08-29,2021,Donda,2021.0,relationships,"family, forgiveness"
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",20,Lord I Need You,2:42,,74,2548,2021-08-29,2021,Donda,2021.0,relationships,"family, forgiveness"
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",21,Pure Souls,5:58,,82,2627,2021-08-29,2021,Donda,2021.0,healing,optimism
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",21,Pure Souls,5:58,,82,2627,2021-08-29,2021,Donda,2021.0,healing,optimism
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",22,Come to Life,5:10,,92,2889,2021-08-29,2021,Donda,2021.0,redemption,"emotion, transcendence"
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",22,Come to Life,5:10,,92,2889,2021-08-29,2021,Donda,2021.0,redemption,"emotion, transcendence"
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",23,No Child Left Behind,2:58,,84,2675,2021-08-29,2021,Donda,2021.0,faith,spiritual message
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",23,No Child Left Behind,2:58,,84,2675,2021-08-29,2021,Donda,2021.0,faith,spiritual message
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",24,Jail pt 2,4:57,,69,1790,2021-08-29,2021,,,,
